Id,Title,Info
s1167,The Irregulars,A crew of misfits investigates a series of supernatural crimes in Victorian London for Dr. Watson and his shadowy associate  Sherlock Holmes The Irregulars  Mckell David  Thaddea Graham  Jojo Macari  Harrison Osterfield  Darci Shaw  Clarke Peters  Royce Pierreson  Henry Lloyd-Hughes United Kingdom TV-14
s1168,Caught by a Wave,After falling in love at a sailing summer camp in Sicily  reality comes crashing down on a teenage couple when a harsh truth prompts a pivotal decision Caught by a Wave Massimiliano Camaiti Elvira Camarrone  Christian Roberto  Donatella Finocchiaro  Corrado Invernizzi  Vincenzo Amato  Manuela Ventura  Rosalba Battaglia  Daniele Pilli Italy TV-14
s1169,DOTA: Dragon's Blood,A conflicted yet courageous Dragon Knight must use the power of the dragon within to stop a deadly demon in this epic fantasy based on the online game DOTA: Dragon's Blood  Yuri Lowenthal  Lara Pulver  Kari Wahlgren  Alix Wilton Regan  Troy Baker  Freya Tingley  Tony Todd United States TV-MA
s1170,Pui Pui Molcar,They’re guinea pigs! And they’re cars! The fuzzy and adorable molcars have lots of fun adventures in this delightful stop-motion animation Pui Pui Molcar   Japan TV-Y7
s1171,Secret Magic Control Agency,Hansel and Gretel of fairy tale fame — now acting as secret agents — must use magic  clever thinking and teamwork on a mission to find a missing king Secret Magic Control Agency Aleksey Tsitsilin Nicholas Corda  Sylvana Joyce  Alyson Leigh Rosenfeld  Courtney Shaw  Erica Schroeder  Georgette Timoney  Mary O'Brady  Marc Thompson Russia  United States TV-Y7
s1172,Seaspiracy,Passionate about ocean life  a filmmaker sets out to document the harm that humans do to marine species — and uncovers alarming global corruption Seaspiracy Ali Tabrizi  United States TV-14
s1173,Loyiso Gola: Unlearning,South African comedian Loyiso Gola serves up filter-free humor as he riffs about race  identity  politics  and a school prank gone embarrassingly wrong! Loyiso Gola: Unlearning Kagiso Lediga Loyiso Gola South Africa TV-MA
s1174,Men on a Mission,Male celebs play make-believe as high schoolers  welcoming star transfer students every week and engaging in battles of witty humor and slapstick Men on a Mission Jung-ah Im Ho-dong Kang  Soo-geun Lee  Sang-min Lee  Young-chul Kim  Jang-hoon Seo  Hee-chul Kim  Kyung-hoon Min South Korea TV-14
s1175,Navillera,A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos Navillera  Park In-hwan  Song Kang  Na Moon-hee  Hong Seung-hee  Cho Seong-ha  Kim Tae-hun  Cheong Hae-kyun  Kim Soo-jin  Jo Bok-rae  Kim Kwon South Korea TV-14
s1176,Philomena,A kind-hearted Irishwoman teams with an acerbic journalist to find the son she was forced to give up for adoption 50 years ago Philomena Stephen Frears Judi Dench  Steve Coogan  Sophie Kennedy Clark  Mare Winningham  Barbara Jefford  Ruth McCabe  Peter Hermann  Sean Mahon  Anna Maxwell Martin  Michelle Fairley  Kate Fleetwood United Kingdom  United States  France PG-13
s1177,Any Crybabies Around?,An immature young father in Akita becomes an outcast in his community after a media incident. Two years later he returns to ineptly try to make amends Any Crybabies Around? Takuma Sato Taiga Nakano  Riho Yoshioka  Kanichiro  Takashi Yamanaka  Kimiko Yo  Toshiro Yanagiba Japan TV-MA
s1178,Hospital,In an abandoned hospital in Tainan  visitors seeking to communicate with their relatives' spirits are haunted by disturbing  supernatural occurrences Hospital Brody Chu Lin Po-Hung  Tai Bo  Jacqueline Zhu  Lei Hong  Hsu Lichi  Yoko Young  Samuel Gu  Eunice Lin Taiwan TV-MA
s1179,Jiu Jitsu,After the defeat of a celebrated war hero  an ancient order of fighters battles powerful space invaders as the fate of humanity hangs in the balance Jiu Jitsu Dimitri Logothetis Alain Moussi  Nicolas Cage  Tony Jaa  Rick Yune  Frank Grillo  Marie Avgeropoulos  JuJu Chan  Ryan Tarran  Eddie Steeples  Raymond Pinharry  Mary Makariou United States R
s1180,Mighty Morphin Power Rangers,Five average teens are chosen by an intergalactic wizard to become the Power Rangers  who must use their new powers to fight the evil Rita Repulsa Mighty Morphin Power Rangers  Austin St. John  Thuy Trang  Walter Jones  Amy Jo Johnson  David Yost  Jason David Frank  Johnny Yong Bosch  Karan Ashley  Steve Cardenas  Catherine Sutherland  Paul Schrier  Jason Narvy  David Fielding  Richard Steven Horvitz  Barbara Goodson United States  Japan TV-Y7
s1181,Alien TV,Alien reporters Ixbee  Pixbee and Squee travel to a lovely but odd planet called Earth  where they attempt to make sense of humans and their hobbies Alien TV  Rob Tinkler  Julie Lemieux  John Cleland  Kyle Dooley  Rupert Degas  TV-Y7
s1182,Country Comfort,After hitting the skids in her career  an aspiring country singer finds new life as a nanny for a handsome widower and his five charming children Country Comfort  Katharine McPhee  Eddie Cibrian  Ricardo Hurtado  Jamie Martin Mann  Griffin McIntyre  Shiloh Verrico  Pyper Braun  Janet Varney  Eric Balfour United States TV-PG
s1183,Formula 1: Drive to Survive,Drivers  managers and team owners live life in the fast lane – both on and off the track – during one cutthroat season of Formula 1 racing Formula 1: Drive to Survive   United Kingdom TV-MA
s1184,Reframe THEATER EXPERIENCE with you,Perfume's Reframe 2019 concert  performed to great effect in the newly reconstructed Line Cube Shibuya  is recreated as a high-tech concert film Reframe THEATER EXPERIENCE with you Taketoshi Sado Perfume  TV-G
s1185,The Yin Yang Master,A feud erupts between realms  and Yin Yang master Qing Ming teams up with disgraced guard Yuan Boya to vanquish a demonic threat as a conspiracy looms The Yin Yang Master Li Weiran Chen Kun  Zhou Xun  Qu Chuxiao  Shen Yue  William Chan Wai-ting  Wang Likun  Cici Wang China TV-14
s1186,Who's the Boss,A young  overworked ad executive with an overbearing boss starts her own side hustle and invents an employer once her business begins to flourish Who's the Boss Chinaza Onuzo Funke Akindele  Blossom Chukwujekwu  Sharon Ooja  Ini Dima-Okojie  Segun Arinze  Bolly Lomo  Beverly Osu  Tayo Faniran Nigeria TV-MA
s1187,B: The Beginning,"Genius investigator Keith Flick rejoins the royal police force just as serial killer ""B"" emerges. Mysterious youth Koku may be an ally  or a target B: The Beginning  Hiroaki Hirata  Yuki Kaji  Asami Seto  Hiroki Touchi  Minoru Inaba  Ami Koshimizu  Toshiyuki Toyonaga  Shintaro Tanaka  Atsushi Goto  Toshiyuki Morikawa  Kaito Ishikawa  Satomi Sato  Yu Kitada  Mitsuki Saiga  Kazuya Nakai  Nozomi Kameda  Makoto Awane Japan TV-MA"
s1188,Deadly Illusions,After a bestselling novelist suffering from writer's block hires a new nanny for her children  the line between fiction and reality starts to blur Deadly Illusions Anna Elizabeth James Kristin Davis  Dermot Mulroney  Greer Grammer  Shanola Hampton  Marie Wagenman  Shylo Molina  Abella Bala  Shaun Wu United States R
s1189,Get the Goat,Two hapless cops find themselves in over their heads as they cross paths with dangerous criminals while searching for Celestina  a beloved goat mascot Get the Goat Vitor Brandt Matheus Nachtergaele  Edmilson Filho  Letícia Lima  Leandro Ramos  Evelyn Castro  Valéria Vitoriano  Victor Allen  Renan Medeiros  Eyrio Okura  Jéssica Tamochunas  Marcondes Falcão  Juliano Cazarré Brazil TV-14
s1190,Nate Bargatze: The Greatest Average American,Nate Bargatze touches on Zoom comedy shows  losing his phone  hotel breakfast fails  animal caddies  new math and much more in this special Nate Bargatze: The Greatest Average American Troy Miller Nate Bargatze United States TV-G
s1191,Skylines,When a mysterious alien virus begins to endanger humanity  an elite team of soldiers launches into space to end the threat for good Skylines Liam O'Donnell Lindsey Morgan  Jonathan Howard  Daniel Bernhardt  Rhona Mitra  James Cosmo  Yayan Ruhian  Alexander Siddig  Cha-Lee Yoon  Ieva Andrejevaite  Jeremy Fitzgerald United Kingdom  United States R
s1192,The Fluffy Movie,Comedian Gabriel Iglesias takes the stage in San Jose  California  for a stand-up performance featuring wild stories and even wilder impersonations The Fluffy Movie Manny Rodriguez  Jay Lavender Gabriel Iglesias United States PG-13
s1193,The Present,Yusuf and his daughter set out to buy his wife an anniversary gift  a gesture demanding much patience and negotiation skills in the West Bank The Present Farah Nabulsi Saleh Bakri  Maryam Kanj  Maryam Kamiel Basha  Ameer Khlawe  Ala' Hanani  Malak Abu Ghraibeh  Karam Elayyan  Leila Mouammar  Angie Saba United Kingdom  TV-MA
s1194,Wave of Cinema: 90's Generation,"Walk down memory lane and experience the soundtrack to beloved film ""Generasi 90an: Melankolia"" through nostalgic performances Wave of Cinema: 90's Generation Adriano Rudiman PADI Reborn  Dul Jaelani  Efek Rumah Kaca  Jevin Julian  Gamaliel  ARAH  Sitha Marino  M. Irfan Ramli  TV-PG"
s1195,Catch.er,A man becomes the prime suspect in his wife's murder  but the police investigation soon widens to other potential culprits with hidden motives Catch.er Walter Taylaur OC Ukeje  Blossom Chukwujekwu  Alexx Ekubo  Beverly Naya  Tope Tedela  Gbenro Ajibade  Omowunmi Dada  Kiki Omeili  Wofai Fada Nigeria TV-14
s1196,Operation Varsity Blues: The College Admissions Scandal,Reenactments drive this documentary investigating the mastermind behind a scam to get the kids of rich and famous families into top US universities Operation Varsity Blues: The College Admissions Scandal Chris Smith Matthew Modine United States R
s1197,Under Suspicion: Uncovering the Wesphael Case,This docuseries follows the high-profile case of Belgian politician Bernard Wesphael  who was accused of murdering his wife in 2013 Under Suspicion: Uncovering the Wesphael Case Alain Brunard  Belgium TV-14
s1198,Get on Up,Music legend James Brown makes a turbulent journey from humble origins to superstardom as the Godfather of Soul in this biopic starring Chadwick Boseman Get on Up Tate Taylor Chadwick Boseman  Nelsan Ellis  Dan Aykroyd  Viola Davis  Lennie James  Fred Melamed  Craig Robinson  Jill Scott  Octavia Spencer  Jacinte Blankenship United Kingdom  United States PG-13
s1199,RebellComedy: Straight Outta the Zoo,The comics of RebellComedy take the stage and tackle mistaken identities  geriatric influencers  our flawed perceptions of animals and more RebellComedy: Straight Outta the Zoo Ladislaus Kiraly Khalid Bounouar  Alain Frei  Babak Ghassim  Benaissa Lamroubal  Salim Samatou  Hany Siam  Ususmango  DJ Wati Germany TV-MA
s1200,Savages,With the help of a shady DEA agent  two weed entrepreneurs take on a merciless cartel leader who wants in on their business and kidnaps their lover Savages Oliver Stone Taylor Kitsch  Aaron Taylor-Johnson  Blake Lively  John Travolta  Benicio Del Toro  Salma Hayek  Demián Bichir  Sandra Echeverría  Emile Hirsch  Joaquín Cosío  Ali Wong United States R
s1201,Waffles + Mochi,Curious puppet pals Waffles and Mochi travel the world exploring the wonders of food and culture while learning how to cook with fresh ingredients Waffles + Mochi  Michelle Zamora  Russ Walko  Michelle Obama  Jonathan Kidder  Diona Elise Burnett  Taleia Gilliam  Lyric Lewis  Andy Hayward  Piotr Michael  George Konner United States TV-Y
s1202,Abla Fahita: Drama Queen,Falsely incriminated  Abla Fahita is separated from her kids  but the self-indulgent diva will stop at nothing to redeem herself and reunite her family Abla Fahita: Drama Queen  Bassem Samra  Donia Maher  Zeina Mansour  Osama Abdallah  Mohamed El Swisi  Rehab Hussien Egypt TV-14
s1203,C/O Kaadhal,"Cutting across conventions and expectations  four brave love stories blossom in this Tamil remake of the 2018 Telugu film ""Care of Kancharapalem.” C/O Kaadhal Hemambar Jasti Deepann  Vetri  Mumtaz Sorcar  Ayra  Karthik Rathnam  Sonia Giri  Nishesh  Shwetha India TV-14"
s1204,The BFG,A little orphan meets up with a kind giant who's supposed to eat her but instead protects her from some truly horrible giants who terrorize them both The BFG Steven Spielberg Mark Rylance  Ruby Barnhill  Penelope Wilton  Jemaine Clement  Rebecca Hall  Rafe Spall  Bill Hader  Ólafur Darri Ólafsson  Adam Godley  Michael Adamthwaite  Daniel Bacon  Jonathan Holmes  Chris Gibbs  Paul Moniz de Sa United States  India  United Kingdom PG
s1205,The Last Blockbuster,This nostalgic documentary reveals the real story of Blockbuster's demise  and how one last location in Oregon keeps the spirit of a bygone era alive The Last Blockbuster Taylor Morden  United States TV-14
s1206,The Lost Pirate Kingdom,The real-life pirates of the Caribbean violently plunder the world's riches and form a surprisingly egalitarian republic in this documentary series The Lost Pirate Kingdom  James Oliver Wheatley  Sam Callis  Thomas Padley  Evan Milton  Samuel Collings  Miles Yekinni  Jack Waldouck  Mia Tomlinson  Kevin Howarth  Mark Gillis  George Watkins  Derek Jacobi United States  United Kingdom TV-MA
s1207,Zero Chill,Talented teen figure skater Kayla is forced to leave everything behind when her family follows her twin brother  Mac  to a prestigious hockey academy Zero Chill  Grace Beedie  Dakota Benjamin Taylor  Jade Ma  Jeremias Amoore  Leonardo Fontes  Anastasia Chocholatá  Sarah-Jane Potts  Doug Rao  Tanja Ribič  Oscar Skagerberg  Jerry Kwarteng United Kingdom TV-G
s1208,Audrey,An intimate portrait of legendary Hollywood actress  fashion icon and humanitarian Audrey Hepburn  who stood for love above all else Audrey Helena Coan Audrey Hepburn  TV-14
s1209,Çarsi Pazar,The slacker owner of a public bath house rallies his community to save it when a big developer comes to town to close it down and open a new mall Çarsi Pazar Muharrem Gülmez Erdem Yener  Ayhan Taş  Emin Olcay  Muharrem Gülmez  Elif Nur Kerkük  Tarık Papuççuoğlu  Suzan Aksoy  Doğa Konakoğlu  Esin Eden  Deniz Özerman Turkey TV-MA
s1210,Just In Time,A meticulous clerk for a bookstore that has just been shuttered suddenly finds herself taking care of her cousin's witty 11-year-old daughter Just In Time Dolapo Adeleke Sarah Hassan  Stycie Waweru  Mawuli Gavor  Pierra Makena  Eve D'Souza  Christabel Jazz Mistri  Martin Githinji  Lydia Gitachu  Kagwe Mungai  Blessing Lung'Aho Kenya TV-G
s1211,Love Alarm,In a world where an app alerts people if someone in the vicinity likes them  Kim Jojo experiences young love while coping with personal adversities Love Alarm  Kim So-hyun  Jung Ga-ram  Song Kang  Ko Min-si  Z. Hera  Shin Seung-ho  Lee Jae-eung  Song Sun-mi South Korea TV-MA
s1212,Mucize,Sent away from his family to a remote mountain town  teacher Mahir helps the villagers build a school – and inspires a path to hope for them all Mucize Mahsun Kırmızıgül Talat Bulut  Mert Turak  Mahsun Kırmızıgül  Erdem Yener  Erol Demiröz  Ali Sürmeli  Meral Çetinkaya  Büşra Pekin Turkey TV-14
s1213,Paper Lives,In the streets of Istanbul  ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood Paper Lives Can Ulkay Çağatay Ulusoy  Emir Ali Doğrul  Ersin Arıcı  Turgay Tanülkü  Selen Öztürk  Osman İskender Bayer  Tomris Çetinel  Volkan Çalışkan  Mehmet Bahattin Genç  Okşan Büyük Turkey TV-MA
s1214,Paradise PD,An eager young rookie joins the ragtag small-town police force led by his dad as they bumble  squabble and snort their way through a big drug case Paradise PD  Tom Kenny  David Herman  Sarah Chalke  Kyle Kinane  Dana Snyder  Cedric Yarbrough  Grey Griffin  John DiMaggio  Roger Black  Waco O'Guin United States TV-MA
s1215,Quiet,The lives of three Chilean teenage misfits converge as they try to find their place in an unequal society through hip-hop and lasting friendships Quiet Luis Alejandro Pérez Max Salgado  René Miranda  Ignacia Uribe  Javier Castillo  Steevens Benjamin  Andrés Rebolledo  Alejandro Trejo  TV-MA
s1216,Romantik Komedi,Bored with her life and inspired by a friend's wedding  Esra quits her job and dumps her boyfriend  leading to a series of romantic misadventures Romantik Komedi Ketche Sedef Avcı  Cemal Hünal  Begüm Kütük  Engin Altan Düzyatan  Sinem Kobal  Gürgen Öz  Burcu Kara  Kubilay Penbeklioğlu Turkey TV-MA
s1217,Romantik Komedi 2: Bekarlığa Veda,Didem tries everything to get actor Cem to propose to her  but he's got other things on his mind: a beautiful new co-star and a secret bachelor party Romantik Komedi 2: Bekarlığa Veda Erol Özlevi Sinem Kobal  Engin Altan Düzyatan  Sedef Avcı  Cemal Hünal  Burcu Kara  Gürgen Öz  Öykü Çelik  Gökçe Özyol Turkey TV-MA
s1218,The One,Love — and lies — spiral when a DNA researcher helps discover a way to find the perfect partner  and creates a bold new matchmaking service The One  Hannah Ware  Zoë Tapper  Dimitri Leonidas  Amir El-Masry  Lois Chimimba  Eric Kofi-Abrefa  Pallavi Sharda  Jana Pérez  Diarmaid Murtagh  Gregg Chillin  Wilf Scolding  Stephen Campbell Moore  Simone Kirby  Albano Jerónimo  Eduardo Lloveras  Miguel Amorim United Kingdom TV-MA
s1219,YES DAY,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure YES DAY Miguel Arteta Jennifer Garner  Edgar Ramírez  Jenna Ortega  Julian Lerner  Everly Carganilla  Tracie Thoms  Fortune Feimster  Nat Faxon  Arturo Castro United States PG
s1220,You're Everything To Me,When an old fling shows up with their infant child  a dallying man-child must take on the role of father and create a fairytale world for his daughter You're Everything To Me Tolga Örnek Tolga Çevik  Cengiz Bozkurt  Melis Birkan  Tuna Çevik Turkey TV-PG
s1221,Coven of Sisters,Basque Country  1609. To postpone their execution  a group of women accused of witchcraft lure their inquisitor into witnessing the witches' Sabbath Coven of Sisters Pablo Agüero Alex Brendemühl  Amaia Aberasturi  Daniel Fanego  Garazi Urkola  Yune Nogueiras  Jone Laspiur  Irati Saez de Urabain  Lorea Ibarra Spain  Argentina TV-MA
s1222,Generasi 90an: Melankolia,After the devastating loss of a loved one  Abby forms a bond with his sister's best friend as he struggles to move on Generasi 90an: Melankolia Mohammad Irfan Ramly Ari Irham  Aghniny Haque  Taskya Namya  Marcella Zalianty  Gunawan Sudrajat  Jennifer Coppen Indonesia TV-14
s1223,The Block Island Sound,On an island  a fisherman's family faces horrors and dark truths when an ominous force begins killing the wildlife and puts their own lives in danger The Block Island Sound Kevin McManus  Matthew McManus Chris Sheffield  Michaela McManus  Neville Archambault  Ryan O'Flanagan  Matilda Lawler  Jim Cummings  Jeremy Holm  Heidi Niedermeyer  Willie C. Carpenter  Matthew Lawler United States TV-MA
s1224,Dealer,Tensions erupt when two filmmakers infiltrate an area ruled by gangs to shoot a music video for a rapper in this gritty found-footage series Dealer Ange Basterga  Nicolas Lopez Abdramane Diakité  Mohamed Boudouh  Sébastien Houbani  Idir Azougli  Julien Meurice  Abdillah Assoumani  Jean-Toussaint Bernard  Romain Vissol France TV-MA
s1225,Last Chance U: Basketball,“Last Chance U” hits the hardwood in East Los Angeles as a coach with strong convictions leads young men who hope to fulfill major college potential Last Chance U: Basketball    TV-MA
s1226,Marriage or Mortgage,A wedding planner and a real estate agent compete to win the hearts and budgets of spouses-to-be. Will they pick fairy-tale nuptials or a dream home? Marriage or Mortgage    TV-G
s1227,The Houseboat,With plenty of passion and little know-how  two musicians undertake a daunting project: turn a late singer's houseboat into a creative musical space The Houseboat  Olli Schulz  Fynn Kliemann Germany TV-14
s1228,Bombay Begums,From boardrooms to society's margins  five ambitious women from various walks of life navigate dreams  desires and disappointments in modern Mumbai Bombay Begums  Pooja Bhatt  Shahana Goswami  Amruta Subhash  Plabita Borthakur  Aadhya Anand  Manish Chaudhary  Vivek Gomber  Danish Husain  Rahul Bose  Imaaduddin Shah  Sanghmitra Hitaishi India TV-MA
s1229,Bombay Rose,Amidst the bustle of a magnetic and multifaceted city  the budding love between two dreamers is tested Bombay Rose Gitanjali Rao Cyli Khare  Gargi Shitole  Amardeep Jha  Amit Deondi  Makrand Deshpande  Virendra Saxena  Shishir Sharma India  United Kingdom  France  Qatar PG-13
s1230,My Way,In the 1970s  an aspiring singer struggles to prove herself in the face of challenges posed by her strict upbringing and romantic choices My Way  Sherine  Ahmed Fahmi  Bassel Khaiat  Sawsan Badr  Mahmoud El Gendy  Mohammad Adel  Tamim Abdou  Nada Moussa  Tharaa Jubail  Mohamed Mamdouh  Basma Yasser  Laila Ezz El Arab Egypt TV-14
s1231,Aelay,A son stoically returns to his village upon his father’s death  recalling their chilly dynamic before a bizarre event disrupts his visit Aelay Halitha Shameem P. Samuthirakani  Manikandan  Madhumathi Padmanathan  Akalyadevi B.  S I Neelambari India TV-14
s1232,City of Ghosts,Meet the Ghost Club! Their adventures take them all around Los Angeles as they interview ghosts  solve problems and learn about their city's history City of Ghosts  August Nuñez  Blue Chapman  Kirikou S'hai Muldrow  Michael Ren  Angel Chipagua  Honor Calderon United States TV-Y7
s1233,Dogwashers,When a narco past his prime refuses to pay a debt to an upstart  only a secret stash of money can save his men. But guess what the gardener just found? Dogwashers Carlos Moreno Christian Tappan  Anderson Ballesteros  John Álex Toro  Ulises González  Leonor López  Hector Mauricio Mejia  Johnnie Castillo  Isabella Licht Delgado  Marlon Pérez Cruz  Kevin Andrés Muñoz Colombia TV-MA
s1234,Fate of Alakada,Faking her way through any situation  a social media influencer poses as an event planner and is tasked with throwing an extravagant  star-studded bash Fate of Alakada Kayode Kasum Toyin Abraham  Broda Shaggi  Calabar Chic  Munirat Antoinette Lecky  Khafi Kareem  Bukola Oshibowale  Adebimpe Akintunde  Temisan Emmanuel  Olaniyi Afonja  Sydney Egere Nigeria TV-14
s1235,Nevenka: Breaking the Silence,Nevenka Fernández  the plaintiff in Spain's first successful lawsuit against a politician for sexual harassment  breaks her silence after 20 years Nevenka: Breaking the Silence Maribel Sánchez-Maroto  Spain TV-MA
s1236,Pokémon Journeys: The Series,Young trainer Ash and his new friend Goh become research fellows at Professor Cerise's laboratory  traveling all over the world to learn about Pokémon Pokémon Journeys: The Series  Ikue Otani  Sarah Natochenny  Zeno Robinson  James Carter Cathcart  Michele Knotz  Cherami Leigh  Rodger Parsons  Ray Chase  Casey Mongillo  TV-Y7
s1237,Sentinelle,Transferred home after a traumatizing combat mission  a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister Sentinelle Julien Leclercq Olga Kurylenko  Marilyn Lima  Michel Nabokoff  Martin Swabey  Carole Weyers  Andrey Gorlenko  Antonia Malinova  Gabriel Almaer  Blaise Afonso  Guillaume Duhesme  Michel Biel France TV-MA
s1238,Mariposa,New student Acha falls for Iqbal  a high-achieving student who's torn between love and family pressure Mariposa Fajar Bustomi Adhisty Zara  Angga Yunanda  Dannia Salsabila  Abun Sungkar  Junior Roberts  Syakir Daulay  Ariyo Wahab  Ersa Mayori  Baim Wong  Irgi Fahrezi Indonesia TV-14
s1239,Pacific Rim: The Black,After Kaiju ravage Australia  two siblings pilot a Jaeger to search for their parents  encountering new creatures  seedy characters and chance allies Pacific Rim: The Black  Gideon Adlon  Calum Worthy  Erica Lindbeck  Victoria Grace  Andrew McPhee United States  Australia TV-14
s1240,Parker,Parker is a thief – but he has scruples. So when his crew double-crosses him  Parker teams up with an unlikely partner to even the score Parker Taylor Hackford Jason Statham  Jennifer Lopez  Michael Chiklis  Wendell Pierce  Clifton Collins Jr.  Bobby Cannavale  Patti LuPone  Carlos Carrasco  Micah Hauptman  Emma Booth  Nick Nolte United States R
s1241,Safe Haven,When a mysterious woman arrives in a small North Carolina town  she begins a new life but remains haunted by a terrifying secret Safe Haven Lasse Hallström Josh Duhamel  Julianne Hough  Cobie Smulders  David Lyons  Noah Lomax  Mimi Kirkland United States PG-13
s1242,Moxie,Inspired by her mom's rebellious past and a confident new friend  a shy 16-year-old publishes an anonymous zine calling out sexism at her school Moxie Amy Poehler Hadley Robinson  Lauren Tsai  Patrick Schwarzenegger  Nico Hiraga  Sydney Park  Josephine Langford  Clark Gregg  Josie Totah  Alycia  Pascual-Peña  Anjelika Washington  Charlie Hall  Sabrina Haskett  Ike Barinholtz  Amy Poehler  Marcia Gay Harden United States PG-13
s1243,Murder Among the Mormons,High-stakes exploits turn deadly — and shake a global church to its core — in this extraordinary true crime story Murder Among the Mormons Jared Hess  Tyler Measom  United States TV-14
s1244,Black or White,A widowed lawyer struggles to retain custody of his biracial granddaughter when the girl's paternal grandmother questions his competence Black or White Mike Binder Kevin Costner  Octavia Spencer  Jillian Estell  Bill Burr  Mpho Koaho  Anthony Mackie  Jennifer Ehle  André Holland  Gillian Jacobs  Paula Newsome United States PG-13
s1245,Indoo Ki Jawani,A spirited but naive young woman seeks a one-night stand  but after discovering her date’s real identity  things quickly go from casual to complicated Indoo Ki Jawani Abir Sengupta Kiara Advani  Aditya Seal  Mallika Dua  Rakesh Bedi  Rajendra Sethi  Chittaranjan Tripathi  Rajesh Jais  Alka Badola Kaushal India TV-14
s1246,Word Party,Meet Bailey  Franny  Kip and Lulu. They're adorable baby animals  and they want you to join the party and help them learn! Word Party  Victor Yerrid  Alice Dinnean  Alon Williams  Donna Kimball  John Munro Cameron  John Tartaglia  Arty Casas  Dorien Davies  Misty Rosas  Patina Miller United States TV-Y
s1247,A Perfect Day For Arsenide,An eclectic group of people encounters zany situations in this anthology of surreal  offbeat tales from Hong Kong. Based on Mr. Pizza's hit novel A Perfect Day For Arsenide Sunny Lau Wilfred Lau  Hanna Chan  Terence Siufay  Chloe So  Martin Wong  Aaron Chow  So Wai Chuen  Aiden Hung  Sarika Choy  TV-MA
s1248,Banyuki,In this stage performance filmed for the big screen  an innocent man seeks revenge after breaking free of the prison he was held in for ten years Banyuki Hidenori Inoue Takaya Kamikawa  Izumi Inamori  Taichi Saotome  Jun Hashimoto  Shoko Takada  Makoto Awane  Takaya Yamauchi  Akira Yamamoto  Tetsuya Chiba  Masato Sakai  TV-PG
s1249,Biggie: I Got a Story to Tell,"Featuring rare footage and in-depth interviews  this documentary celebrates the life of The Notorious B.I.G. on his journey from hustler to rap king Biggie: I Got a Story to Tell Emmett Malloy The Notorious B.I.G.  Sean ""P. Diddy"" Combs United States R"
s1250,Blanche Gardin: The All-Nighter,With self-deprecating humor  French comic Blanche Gardin offers stream-of-consciousness observations on environmentalism  gender relations and herself Blanche Gardin: The All-Nighter Xavier Maingon  Marc-Antoine Hélard Blanche Gardin  TV-MA
s1251,Connected,Argentine DJ Hernán Cattáneo  known for his house music innovations  invites a symphonic orchestra for a four-night run at Buenos Aires' Teatro Colón Connected Milton Kremer Hernán Cattáneo  Richard Coleman  TV-G
s1252,Dances with Wolves,"On the frontier  a Civil War soldier bonds with a Sioux tribe and adapts to their way of life  becoming their ally amid growing threats Dances with Wolves Kevin Costner Kevin Costner  Mary McDonnell  Rodney Grant  Graham Greene  Floyd ""Red Crow"" Westerman  Tantoo Cardinal  Robert Pastorelli  Charles Rocket  Maury Chaykin  Jimmy Herman United States  United Kingdom PG-13"
s1253,How to Be Really Bad,The devil's sassy (and bored) daughter makes a deal with her dad: If she can turn a good person evil  she gets to ditch hell and stay on Earth How to Be Really Bad Marco Petry Emma Bading  Janina Fautz  Ludwig Simon  Samuel Finzi  Emilio Sakraya  Oliver Korittke  Alwara Höfels  Matilda Marz  Amina Merai  Johann von Bülow  Axel Stein  Theo Trebs Germany TV-14
s1254,LEGO Marvel Spider-Man: Vexed by Venom,When Green Goblin and Venom team up for a disastrous scheme  Spider-Man calls in a wall-crawling ally and must rely on his Spidey senses to stop them LEGO Marvel Spider-Man: Vexed by Venom Andrew Duncan  Ken Cunningham Robbie Daymond  Ben Pronsky  Josh Keaton  Tara Strong  Jennifer Hale  Laura Bailey United States TV-Y
s1255,Rain Man,Motivated by money  a selfish workaholic seeking a piece of his late father's inheritance takes a life-changing road trip with his estranged brother Rain Man Barry Levinson Dustin Hoffman  Tom Cruise  Valeria Golino  Gerald R. Molen  Jack Murdock  Michael D. Roberts  Ralph Seymour  Lucinda Jenney  Bonnie Hunt United States R
s1256,Seven Souls in the Skull Castle 2011,In this cinematic distillation of the electrifying stage performance  seven spirited souls take on the dark threat growing in shadowy Skull Castle Seven Souls in the Skull Castle 2011 Hidenori Inoue Shun Oguri  Mirai Moriyama  Taichi Saotome  Eiko Koike  Ryo Katsuji  Riisa Naka  Shoko Takada  Makoto Awane  Masato Kono  Tetsuya Chiba  TV-14
s1257,Tenacious D in The Pick of Destiny,Dreaming of being a rock god  Midwesterner JB heads to California  where he crosses paths with idler KG – giving rise to the musical duo Tenacious D Tenacious D in The Pick of Destiny Liam Lynch Jack Black  Kyle Gass  JR Reed  Troy Gentile  Ronnie James Dio  Paul F. Tompkins  Ned Bellamy  Fred Armisen  Kirk Ward  Amy Poehler  Tim Robbins  Dave Grohl  Ben Stiller United States  Germany R
